center	assay	assay-info	cell-lines	cell-lines-meta	perturbagens	perturbagens-meta	dose	perturbagens-meta (cont)	signatures-meta	map	readouts	readout-count	data release date	data release date	data release date	data release date	release-link	phase	Unique ID (Qiaonan)	DCIC Assay Name
NeuroLINCS	Quantitative discovery proteomics (SWATH)	SWATH: Phosphorylation state. Build MS SWATH data library: Using the 6600 MS instrument analyzing either fractionated individuals and pools of iPSC dervied from 4 controls and SMA and ALS lines. A) Build SWATH Library. B) Run individual iPSC cells. C) Run individual mature motor neurons	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS00iCTR-n2,mature motor neuron,normal\control,brain;CS14iCTR-n6,mature motor neuron,spinal muscular atrophy\control,brain;CS83iCTR-33n1,mature motor neuron,huntington's disease\control,brain;CS25iCTR-18n2,mature motor neuron,huntington's disease\control,brain;CS28iALS-n2A,mature motor neuron,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,mature motor neuron,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,mature motor neuron,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,mature motor neuron,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,mature motor neuron,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,mature motor neuron,spinal muscular atrophy\diseased,brain;83iSMA-n5,mature motor neuron,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,mature motor neuron,spinal muscular atrophy\diseased,brain;CS00iCTR-n2,iPSC differentiated-phosphorylation enriched,normal\control,brain;CS14iCTR-n6,iPSC differentiated-phosphorylation enriched,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated-phosphorylation enriched,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated-phosphorylation enriched,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated-phosphorylation enriched,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated-phosphorylation enriched,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated-phosphorylation enriched,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated-phosphorylation enriched,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated-phosphorylation enriched,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated-phosphorylation enriched,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated-phosphorylation enriched,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated-phosphorylation enriched,spinal muscular atrophy\diseased,brain;CS00iCTR-n2,mature motor neuron-phosphorylation,normal\control,brain;CS14iCTR-n6,mature motor neuron-phosphorylation,spinal muscular atrophy\control,brain;CS83iCTR-33n1,mature motor neuron-phosphorylation,huntington's disease\control,brain;CS25iCTR-18n2,mature motor neuron-phosphorylation,huntington's disease\control,brain;CS28iALS-n2A,mature motor neuron-phosphorylation,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,mature motor neuron-phosphorylation,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,mature motor neuron-phosphorylation,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,mature motor neuron-phosphorylation,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,mature motor neuron-phosphorylation,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,mature motor neuron-phosphorylation,spinal muscular atrophy\diseased,brain;83iSMA-n5,mature motor neuron-phosphorylation,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,mature motor neuron-phosphorylation,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated;12\mature motor neurons	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"					protein levels\number	1	12/31/15	12/31/15	12/31/15	12/31/15		LP2	lincs.milestones.n:694963fe-5576-4de9-8017-304bbf999b2a	SWATH-MS Protein Quantification Assay
NeuroLINCS	Quantitative discovery proteomics (SWATH)	SWATH: Next stage with perturbations. SWATH analysis of proteomic changes in disease and control lines with various perturbations on iPSC and potentially neuron cultures. Analyze total protein and phosphorylation initially. A) Run individual iPSC with stimulation A-N. B) Run individual mature motor neuron cultures with stimulation A-N. C) Run phospho-peptide enriched iPSC with stimulation A-N. D) Run phospho-peptide enriched motor neuron cultures with stimulation A-N	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS00iCTR-n2,mature motor neuron,normal\control,brain;CS14iCTR-n6,mature motor neuron,spinal muscular atrophy\control,brain;CS83iCTR-33n1,mature motor neuron,huntington's disease\control,brain;CS25iCTR-18n2,mature motor neuron,huntington's disease\control,brain;CS28iALS-n2A,mature motor neuron,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,mature motor neuron,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,mature motor neuron,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,mature motor neuron,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,mature motor neuron,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,mature motor neuron,spinal muscular atrophy\diseased,brain;83iSMA-n5,mature motor neuron,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,mature motor neuron,spinal muscular atrophy\diseased,brain;CS00iCTR-n2,iPSC differentiated-phosphorylation enriched,normal\control,brain;CS14iCTR-n6,iPSC differentiated-phosphorylation enriched,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated-phosphorylation enriched,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated-phosphorylation enriched,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated-phosphorylation enriched,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated-phosphorylation enriched,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated-phosphorylation enriched,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated-phosphorylation enriched,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated-phosphorylation enriched,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated-phosphorylation enriched,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated-phosphorylation enriched,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated-phosphorylation enriched,spinal muscular atrophy\diseased,brain;CS00iCTR-n2,mature motor neuron-phosphorylation,normal\control,brain;CS14iCTR-n6,mature motor neuron-phosphorylation,spinal muscular atrophy\control,brain;CS83iCTR-33n1,mature motor neuron-phosphorylation,huntington's disease\control,brain;CS25iCTR-18n2,mature motor neuron-phosphorylation,huntington's disease\control,brain;CS28iALS-n2A,mature motor neuron-phosphorylation,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,mature motor neuron-phosphorylation,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,mature motor neuron-phosphorylation,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,mature motor neuron-phosphorylation,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,mature motor neuron-phosphorylation,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,mature motor neuron-phosphorylation,spinal muscular atrophy\diseased,brain;83iSMA-n5,mature motor neuron-phosphorylation,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,mature motor neuron-phosphorylation,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated;12\mature motor neurons	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease;stimulation A-N,stimulation"	"false\diseases,2;stimulation A-N,2"					protein levels\number	1	12/31/15	12/31/15	12/31/15	12/31/15		LP2	lincs.milestones.n:6f387631-bcce-480c-a6a9-34ccdb5588b5	SWATH-MS Protein Quantification Assay
NeuroLINCS	ATAC-Seq	"Epigenomics-Baseline ATAC-Seq for control and disease iPSC lines. Baseline ATAC-seq experiments for protocol assay optimization, QC and development of analysis methods -- 4 control, 4 ALS and 4 SMA iPSC cell lines with replicates, without additional perturbagens. Determine optimal conditions for purification of high quality nuclei to preserve chromatin structure and for transposase reaction (number of nuclei, enzyme concentration and incubation time) to avoid over- or under-digestion. Set up analysis pipelines and perform correlation and clustering tests to determine cell line variability and assay reproducibility  between either technical or biological replicates and Identify potential problematic samples."	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"			3		Raw Data (fastq) and BAM files (aligned reads)\sequence;Genomic coordinates and intensity for each significant peak\number;Differentially expressed peaks relative to population control\number	3	6/30/15	6/30/15	6/30/15	6/30/15		LP2	lincs.milestones.n:25db76b8-c7a3-4cac-b1e0-4322fcd1fd45	Atac-seq Epigenetic Profiling Assay
NeuroLINCS	ATAC-Seq	"Epigenomics-Baseline ATAC-Seq for control and disease iPSC lines. Baseline ATAC-seq experiments for protocol assay optimization, QC and development of analysis methods -- 4 control, 4 ALS and 4 SMA iPSC cell lines with replicates, without additional perturbagens. Determine optimal conditions for purification of high quality nuclei to preserve chromatin structure and for transposase reaction (number of nuclei, enzyme concentration and incubation time) to avoid over- or under-digestion. Set up analysis pipelines and perform correlation and clustering tests to determine cell line variability and assay reproducibility  between either technical or biological replicates and Identify potential problematic samples."	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"			3		Raw Data (fastq) and BAM files (aligned reads)\sequence;Genomic coordinates and intensity for each significant peak\number;Differentially expressed peaks relative to population control\number	3	9/30/15	9/30/15	9/30/15	9/30/15		LP2	lincs.milestones.n:25db76b8-c7a3-4cac-b1e0-4322fcd1fd45	Atac-seq Epigenetic Profiling Assay
NeuroLINCS	ATAC-Seq	"Epigenomics-Baseline ATAC-Seq for control and disease iPSC lines. Baseline ATAC-seq experiments for protocol assay optimization, QC and development of analysis methods -- 4 control, 4 ALS and 4 SMA iPSC cell lines with replicates, without additional perturbagens. Determine optimal conditions for purification of high quality nuclei to preserve chromatin structure and for transposase reaction (number of nuclei, enzyme concentration and incubation time) to avoid over- or under-digestion. Set up analysis pipelines and perform correlation and clustering tests to determine cell line variability and assay reproducibility  between either technical or biological replicates and Identify potential problematic samples."	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"			3		Raw Data (fastq) and BAM files (aligned reads)\sequence;Genomic coordinates and intensity for each significant peak\number;Differentially expressed peaks relative to population control\number	3	12/31/15	12/31/15	12/31/15	12/31/15		LP2	lincs.milestones.n:25db76b8-c7a3-4cac-b1e0-4322fcd1fd45	Atac-seq Epigenetic Profiling Assay
NeuroLINCS	ATAC-Seq	"Epigenomics-ATAC-Seq for control and disease iMNs. Baseline ATAC-seq experiments for iMN and disease state signatures -- 4 control, 4 ALS, and 4 SMA iPSC-derived iMN lines with replicates without additional perturbagens. Annotate open chromatin regions and map transcription factor binding events in regulatory elements genome-wide. Generate chromatin accessibility signatures  for each sample individually by calculating the enrichment of genomic regions relative to a set of control reads from Tn5-treated naked genomic DNA. Detect differential peaks between disease and control state. Generate disease signatures for future systems analysis and integration with other omics by 1) identifying genes mapping near differential peaks and detecting significantly enriched GO terms for these gene lists; 2) performing DNA foo printing, motif scoring and applying regression methods to infer transcription factors responsible for gene expression signatures."	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"			3		Raw Data (fastq) and BAM files (aligned reads)\sequence;Genomic coordinates and intensity for each significant peak\number;Differentially expressed peaks relative to population control\number	3	9/30/15	9/30/15	9/30/15	9/30/15		LP2	lincs.milestones.n:590faa2b-e33a-4afd-bcc0-9eaff41cecea	Atac-seq Epigenetic Profiling Assay
NeuroLINCS	ATAC-Seq	"Epigenomics-ATAC-Seq for control and disease iMNs. Baseline ATAC-seq experiments for iMN and disease state signatures -- 4 control, 4 ALS, and 4 SMA iPSC-derived iMN lines with replicates without additional perturbagens. Annotate open chromatin regions and map transcription factor binding events in regulatory elements genome-wide. Generate chromatin accessibility signatures  for each sample individually by calculating the enrichment of genomic regions relative to a set of control reads from Tn5-treated naked genomic DNA. Detect differential peaks between disease and control state. Generate disease signatures for future systems analysis and integration with other omics by 1) identifying genes mapping near differential peaks and detecting significantly enriched GO terms for these gene lists; 2) performing DNA foo printing, motif scoring and applying regression methods to infer transcription factors responsible for gene expression signatures."	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"			3		Raw Data (fastq) and BAM files (aligned reads)\sequence;Genomic coordinates and intensity for each significant peak\number;Differentially expressed peaks relative to population control\number	3	12/31/15	12/31/15	12/31/15	12/31/15		LP2	lincs.milestones.n:590faa2b-e33a-4afd-bcc0-9eaff41cecea	Atac-seq Epigenetic Profiling Assay
NeuroLINCS	ATAC-Seq	"Epigenomics-ATAC-Seq for control and disease iMNs plus perturbations. ATAC-seq dataset for iMN and disease signature response to perturbagens -- 4 control, 4 ALS, and 4 SMA iPSC-derived iMN lines with replicates plus additional perturbagens. Generate chromatin accessibility signatures  for each sample individually by calculating the enrichment of genomic regions relative to a set of control reads from Tn5-treated naked genomic DNA. Analyze perturb/disease & perturb/control datasets to detected differentially enriched peaks reflecting changes in chromatin structures as a consequence of perturbation. Generate disease signatures for future systems analysis and integration with other omics and machine learning analyses."	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"			3		Raw Data (fastq) and BAM files (aligned reads)\sequence;Genomic coordinates and intensity for each significant peak\number;Differentially expressed peaks relative to population control\number	3	12/31/15	12/31/15	12/31/15	12/31/15		LP2	lincs.milestones.n:a065e59a-a393-46a4-965d-5e3968fe1624	Atac-seq Epigenetic Profiling Assay
																				
MEP LINCS	High-throughput MEMA array	Use microenvironment microarray (MEMA) based platform to assess the impacts of ~3000 different pairwise combinations of ME perturbagens (MEPs) on 10 biological response endpoints.	"MCF7,cell line,cancer line,breast;HPAC,cell line,cancer line,pancreas;PC3,cell line,cancer line,prostate"	3\cell lines	"Collagen I,ECM;Collagen I,ECM;Collagen Type II,ECM;Collagen Type III,ECM;Collagen Type IV,ECM;Collagen Type IV,ECM;Collagen Type V,ECM;Collagen XXIII alpha1/COL23A1,ECM;Desmoglein 2,ECM;E-cadherin Fc Chimera,ECM;ECM1,ECM;Fibronectin 1,ECM;GAP43,ECM;HyA-500K,ECM;HyA-50K,ECM;ICAM-1,ECM;Integrin alpha10Beta1,ECM;Integrin alpha11Beta1,ECM;Integrin alpha2Beta1,ECM;Integrin alpha3Beta1,ECM;Integrin alpha4Beta1,ECM;Integrin alpha6Beta4,ECM;Integrin alpha9Beta1,ECM;Integrin alphaMBeta2,ECM;Integrin alphaVBeta6,ECM;ITGAM-B2,ECM;laminin,ECM;Laminin-1,ECM;Laminin-5,ECM;Lumican,ECM;M-Cadherin/Cadherin-15 Fc Chimera,ECM;Osteoadherin,ECM;Osteopontin,ECM;P-Cadherin Fc Chimera,ECM;PECAM1,ECM;RGD-cyclic,ECM;rhNidogen-1,ECM;Tescin C,ECM;VCAM1,ECM;vitronectin,ECM;ALCAM,ECM;Cadherin-20 (CAD-20),ECM;Cadherin-6/KCAD Fc Chimera,ECM;rhCadherin-8 (CAD-8)/FC Chimera,ECM;CD44,ECM;CEACAM6,ECM;ANGPT1,Growth Factor;ANGPT2,Growth Factor;AREG (amphiregulin),Growth Factor;CI-4AS-1,Growth Factor;CTGF,Growth Factor;CXCL12/SDF1a,Growth Factor;CXCL12/SDF1b aa 22-93,Growth Factor;DLL1,Growth Factor;DLL4,Growth Factor;EGF,Growth Factor;B-estradiol,Growth Factor;Fas Ligand/TNFSF6,Growth Factor;Fetuin A/AHSG,Growth Factor;FGF basic 146 aa,Growth Factor;FGF2,Growth Factor;FGF6,Growth Factor;FLT3,Growth Factor;GM-CSF,Growth Factor;Gro-a,Growth Factor;HGF,Growth Factor;IGF-1,Growth Factor;IGFBP2,Growth Factor;IGFBP3,Growth Factor;IL-7,Growth Factor;CXCL8/IL-8,Growth Factor;IL-13,Growth Factor;IL-15,Growth Factor;IL-6,Growth Factor;Interleukin-1 beta (IL-1Beta) [catabolin],Growth Factor;Jagged 1 Fc Chimera,Growth Factor;Jagged 2,Growth Factor;Kininogen High Molecular Weight,Growth Factor;LECT2,Growth Factor;Leptin/OB,Growth Factor;LYVE-1,Growth Factor;a-HRG,Growth Factor;NRG1-Beta1/HRG1-Beta1 EGF domain,Growth Factor;Osteoprotegerin/TNFRSF11B,Growth Factor;Osteoactivin/GPNMB Fc Chimera,Growth Factor;PDGF-AB,Growth Factor;PDGF-BB,Growth Factor;Podoplanin,Growth Factor;Progesterone ,Growth Factor;PTN (pleiotropin),Growth Factor;rhBMP-2,Growth Factor;rhBMP-3,Growth Factor;rhBMP-4,Growth Factor;rhBMP-5,Growth Factor;rhBMP-6,Growth Factor;rhBMP-7,Growth Factor;rhTRANCE,Growth Factor;SCF/c-kit ligand,Growth Factor;SHH,Growth Factor;SMDF-HRG,Growth Factor;TGF-Beta Latency Associated Protein,Growth Factor;TGF-B1,Growth Factor;TGF-B2,Growth Factor;TNFa,Growth Factor;Thrombopoietin/Tpo,Growth Factor;VEGF 165,Growth Factor;WNT3a,Growth Factor;WNT5a,Growth Factor;WNT10a,Growth Factor"	"true\pairwise MEPs,3000"			6	one-all	"Quantitated image features, antibody sets 1,2,3\image features"	13	9/30/15	9/30/15	9/30/15	9/30/15		LP2	lincs.milestones.m:bc606168-4cb8-49dd-84b6-472e5dd54084	MEMA Cell Growth Assay
